sku,store,trannum,count
1529578,9404,900,11
1529578,9404,1300,11
1529578,9404,1400,11
1529578,9404,1900,11
1530173,9404,1800,6
1530173,9404,2600,6
1530173,9404,200,6
1530173,9404,300,6
1530173,9404,600,6
1530173,9404,3500,6
1533035,9404,1700,5
1533035,9404,900,5
1533035,9404,2800,5
1533035,9404,3400,5
1533035,9404,4000,5
1534463,9404,900,7
1534463,9404,5900,7
1534463,9404,200,7
1534463,9404,700,7
1534463,9404,4000,7
1534463,9404,2100,7
1534463,9404,1300,7
1536161,9404,900,7
1536161,9404,7100,7
1536161,9404,200,7
1536161,9404,1500,7
1536161,9404,2700,7
1536161,9404,6900,7
1536161,9404,2300,7
1536304,9404,400,10
1536304,9404,1000,10
1536304,9404,2000,10
1536304,9404,2400,10
1536304,9404,2500,10
1536304,9404,2700,10
1536304,9404,4700,10
1536304,9404,5000,10
1536304,9404,5200,10
1536718,9404,2400,6
1536718,9404,600,6
1536718,9404,900,6
1536718,9404,1100,6
1536718,9404,4700,6
1536718,9404,400,6
1537353,9404,800,5
1537353,9404,1400,5
1537353,9404,1800,5
1537353,9404,700,5
1537353,9404,2900,5
1538010,9404,1300,5
1538010,9404,2100,5
1538010,9404,2200,5
1538010,9404,4100,5
1538010,9404,5600,5
1538363,9404,1100,20
1538363,9404,2600,20
1538363,9404,4500,20
1538363,9404,1800,20
1538363,9404,10600,20
1539616,9404,300,31
1539616,9404,400,31
1539616,9404,600,31
1539616,9404,700,31
1539616,9404,1200,31
1539616,9404,2100,31
1539616,9404,4800,31
1539616,9404,800,31
1539616,9404,2400,31
1539616,9404,200,31
1539616,9404,500,31
1539616,9404,900,31
1539616,9404,1300,31
1539616,9404,1400,31
1539616,9404,1700,31
1539616,9404,1900,31
1539616,9404,6200,31
1539616,9404,7000,31
1539616,9404,7300,31
1539870,9404,1300,5
1539870,9404,2600,5
1539870,9404,3000,5
1539870,9404,3800,5
1539870,9404,4200,5
1542324,9404,2400,8
1542324,9404,4300,8
1542324,9404,200,8
1542324,9404,2100,8
1542324,9404,3000,8
1542324,9404,4400,8
1542324,9404,7200,8
1542324,9404,8300,8
1542490,9404,100,9
1542490,9404,600,9
1542490,9404,800,9
1542490,9404,1100,9
1542490,9404,1200,9
1542490,9404,1500,9
1542490,9404,1700,9
1542490,9404,5600,9
1543035,9404,1300,5
1543035,9404,1400,5
1543035,9404,1200,5
1543035,9404,4000,5
1543035,9404,5600,5
1543503,9404,1000,33
1543503,9404,1100,33
1543503,9404,1300,33
1543503,9404,3900,33
1543503,9404,2000,33
1543503,9404,2100,33
1543799,9404,300,7
1543799,9404,900,7
1543799,9404,1200,7
1543799,9404,3200,7
1543799,9404,5000,7
1543799,9404,5800,7
1543799,9404,800,7
1546177,9404,2000,6
1546177,9404,500,6
1546177,9404,400,6
1546177,9404,1200,6
1546177,9404,1700,6
1546177,9404,1500,6
1546695,9404,2200,7
1546695,9404,1000,7
1546695,9404,900,7
1546695,9404,1400,7
1546695,9404,1100,7
1546695,9404,4300,7
1546695,9404,5600,7
1546718,9404,300,6
1546718,9404,800,6
1546718,9404,2100,6
1546718,9404,4600,6
1546718,9404,3300,6
1546991,9404,2500,6
1548630,9404,2800,7
1548630,9404,3700,7
1548630,9404,600,7
1548630,9404,200,7
1548630,9404,1000,7
1548630,9404,7600,7
1548630,9404,300,7
1551243,9404,2500,5
1551243,9404,1200,5
1551243,9404,2600,5
1551243,9404,4300,5
1551243,9404,2300,5
1552710,9404,1800,5
1552710,9404,700,5
1552710,9404,800,5
1552710,9404,900,5
1554862,9404,300,6
1554862,9404,400,6
1554862,9404,2500,6
1554862,9404,800,6
1556678,9404,700,6
1556678,9404,1100,6
1556678,9404,2000,6
1556678,9404,4700,6
1556678,9404,6300,6
1556678,9404,2300,6
1556774,9404,500,10
1556774,9404,800,10
1556774,9404,900,10
1556774,9404,1000,10
1556774,9404,1500,10
1556774,9404,5100,10
1556774,9404,8700,10
1556774,9404,400,10
1556774,9404,1600,10
1556777,9404,300,13
1556777,9404,3700,13
1556777,9404,200,13
1556777,9404,400,13
1556777,9404,800,13
1556777,9404,1100,13
1556777,9404,1300,13
1556777,9404,1700,13
1556777,9404,1800,13
1556777,9404,2100,13
1556777,9404,7000,13
1556777,9404,12900,13
1557310,9404,400,11
1557310,9404,600,11
1557310,9404,900,11
1557310,9404,1600,11
1557310,9404,1900,11
1557310,9404,2400,11
1557310,9404,2900,11
1557310,9404,3300,11
1557310,9404,3400,11
1557310,9404,5400,11
1557310,9404,5600,11
1560746,9404,1000,6
1560746,9404,1200,6
1560746,9404,400,6
1560746,9404,700,6
1561376,9404,700,5
1561376,9404,1600,5
1561376,9404,1700,5
1561376,9404,2000,5
1561376,9404,2300,5
1562109,9404,2300,10
1562109,9404,2600,10
1562109,9404,3400,10
1562109,9404,3700,10
1562109,9404,6000,10
1562109,9404,7000,10
1563333,9404,2600,5
1563333,9404,2800,5
1563333,9404,2900,5
1563333,9404,1000,5
1563503,9404,1000,32
1563503,9404,1300,32
1563503,9404,3400,32
1563503,9404,2000,32
1563503,9404,2100,32
1563926,9404,1900,5
1563926,9404,3200,5
1563926,9404,7500,5
1563926,9404,3800,5
1563926,9404,6100,5
1564024,9404,4300,5
1564024,9404,1000,5
1564024,9404,1600,5
1564024,9404,500,5
1564024,9404,2000,5
1564509,9404,400,5
1564509,9404,500,5
1564509,9404,1300,5
1564509,9404,900,5
1566695,9404,200,6
1566695,9404,2200,6
1566695,9404,1500,6
1566695,9404,1700,6
1566695,9404,6400,6
1566695,9404,1200,6
1566935,9404,1400,20
1566935,9404,2000,20
1566935,9404,500,20
1566935,9404,4200,20
1566935,9404,1600,20
1566935,9404,2600,20
1566935,9404,4600,20
1566935,9404,6200,20
1566935,9404,11600,20
1566935,9404,3500,20
1566935,9404,9700,20
1566935,9404,11200,20
1566935,9404,200,20
1566935,9404,1700,20
1567280,9404,1100,6
1567280,9404,600,6
1567280,9404,200,6
1567280,9404,400,6
1567280,9404,900,6
1568107,9404,700,18
1568107,9404,800,18
1568107,9404,900,18
1568107,9404,1100,18
1568107,9404,1500,18
1568107,9404,1800,18
1568107,9404,2200,18
1568107,9404,2400,18
1568107,9404,3300,18
1568107,9404,3500,18
1568107,9404,3800,18
1568107,9404,3900,18
1568107,9404,7100,18
1568107,9404,2100,18
1568462,9404,600,8
1568462,9404,900,8
1568462,9404,1500,8
1568462,9404,2300,8
1571243,9404,4600,6
1571243,9404,600,6
1571243,9404,1500,6
1571243,9404,2200,6
1571637,9404,500,15
1571637,9404,800,15
1571637,9404,900,15
1571637,9404,2800,15
1571637,9404,200,15
1573066,9404,1900,12
1573066,9404,2800,12
1573066,9404,300,12
1573066,9404,800,12
1573066,9404,900,12
1573066,9404,1700,12
1573066,9404,400,12
1573066,9404,1500,12
1573309,9404,1800,5
1573309,9404,500,5
1573309,9404,7800,5
1573309,9404,2700,5
1574862,9404,600,6
1574862,9404,3500,6
1574862,9404,1400,6
1574862,9404,2100,6
1574862,9404,2800,6
1576665,9404,1200,7
1576665,9404,400,7
1576665,9404,5400,7
1576665,9404,6600,7
1576665,9404,7000,7
1576665,9404,13900,7
1576665,9404,1500,7
1576829,9404,1400,12
1576829,9404,6600,12
1576829,9404,5300,12
1576829,9404,500,12
1576829,9404,3400,12
1576829,9404,1100,12
1576829,9404,600,12
1576829,9404,3100,12
1577053,9404,300,5
1577053,9404,700,5
1577053,9404,1300,5
1577053,9404,2400,5
1577280,9404,900,6
1577280,9404,8800,6
1577280,9404,2500,6
1577280,9404,4200,6
1578107,9404,500,19
1578107,9404,1000,19
1578107,9404,1100,19
1578107,9404,1300,19
1578107,9404,1500,19
1578107,9404,1600,19
1578107,9404,1800,19
1578107,9404,1900,19
1578107,9404,2400,19
1578107,9404,2500,19
1578107,9404,2600,19
1578107,9404,2800,19
1578107,9404,3300,19
1578107,9404,5100,19
1578107,9404,8300,19
1578107,9404,9900,19
1578107,9404,19700,19
1578107,9404,600,19
1578352,9404,200,18
1578352,9404,300,18
1578352,9404,500,18
1578352,9404,600,18
1578352,9404,700,18
1578352,9404,800,18
1578352,9404,900,18
1578352,9404,1700,18
1578352,9404,3700,18
1578352,9404,400,18
1578352,9404,1300,18
1578352,9404,3000,18
1581376,9404,200,9
1581376,9404,400,9
1581376,9404,600,9
1581376,9404,700,9
1581376,9404,1000,9
1581376,9404,1100,9
1581376,9404,1200,9
1581376,9404,2100,9
1581376,9404,12300,9
1583309,9404,1700,7
1583309,9404,2000,7
1583309,9404,7800,7
1583309,9404,400,7
1583309,9404,600,7
1583514,9404,200,28
1583514,9404,300,28
1583514,9404,500,28
1583514,9404,600,28
1583514,9404,700,28
1583514,9404,800,28
1583514,9404,900,28
1583514,9404,1000,28
1583514,9404,1100,28
1583514,9404,1200,28
1583514,9404,1300,28
1583514,9404,1400,28
1583514,9404,1500,28
1583514,9404,1600,28
1583514,9404,2000,28
1583514,9404,2100,28
1583514,9404,2200,28
1583514,9404,2400,28
1583514,9404,3000,28
1583514,9404,4000,28
1584010,9404,5100,19
1584010,9404,600,19
1584010,9404,300,19
1584010,9404,400,19
1584010,9404,500,19
1584010,9404,800,19
1584010,9404,900,19
1584010,9404,1100,19
1584010,9404,1200,19
1584010,9404,1500,19
1584010,9404,2200,19
1584010,9404,2800,19
1584010,9404,3100,19
1584287,9404,5800,6
1584287,9404,900,6
1584287,9404,1300,6
1584287,9404,2700,6
1584287,9404,3400,6
1584287,9404,4400,6
1586678,9404,3500,9
1586678,9404,800,9
1586678,9404,2100,9
1586678,9404,4200,9
1586678,9404,10200,9
1586678,9404,2300,9
1586678,9404,3700,9
1588010,9404,300,5
1588010,9404,700,5
1588010,9404,1000,5
1588010,9404,1100,5
1588010,9404,500,5
1588107,9404,300,61
1588107,9404,600,61
1588107,9404,900,61
1588107,9404,1000,61
1588107,9404,1200,61
1588107,9404,1400,61
1588107,9404,1600,61
1588107,9404,1700,61
1588107,9404,1800,61
1588107,9404,1900,61
1588107,9404,2100,61
1588107,9404,2200,61
1588107,9404,2300,61
1588107,9404,2400,61
1588107,9404,2500,61
1588107,9404,2700,61
1588107,9404,2800,61
1588107,9404,3000,61
1588107,9404,3200,61
1588107,9404,3300,61
1588107,9404,3500,61
1588107,9404,3600,61
1588107,9404,3700,61
1588107,9404,4100,61
1588107,9404,4400,61
1588107,9404,4500,61
1588107,9404,5000,61
1588107,9404,5100,61
1588107,9404,5500,61
1588107,9404,5800,61
1588107,9404,6300,61
1588107,9404,13300,61
1588107,9404,15200,61
1588107,9404,15600,61
1588107,9404,500,61
1588107,9404,1500,61
1588107,9404,1300,61
1588107,9404,9400,61
1588132,9404,2300,13
1588132,9404,400,13
1588132,9404,2800,13
1588132,9404,3200,13
1588132,9404,800,13
1588132,9404,1000,13
1588132,9404,1500,13
1588132,9404,1800,13
1588132,9404,1200,13
1588132,9404,2100,13
1588132,9404,3800,13
1588352,9404,200,8
1588352,9404,600,8
1588352,9404,1400,8
1588352,9404,1800,8
1588352,9404,300,8
1588630,9404,2800,5
1588630,9404,3400,5
1588630,9404,4200,5
1588630,9404,10700,5
1589751,9404,600,21
1589751,9404,900,21
1589751,9404,1300,21
1589751,9404,1400,21
1589751,9404,1500,21
1589751,9404,1800,21
1589751,9404,1900,21
1589751,9404,2100,21
1589751,9404,2300,21
1589751,9404,3200,21
1589751,9404,3800,21
1589751,9404,4000,21
1589751,9404,4500,21
1589751,9404,5000,21
1589751,9404,5400,21
1589751,9404,7900,21
1589751,9404,8300,21
1589751,9404,10500,21
1589751,9404,11000,21
1589751,9404,7000,21
1590023,9404,700,6
1590023,9404,4800,6
1590023,9404,600,6
1590023,9404,2300,6
1590023,9404,3700,6
1590023,9404,6700,6
1591136,9404,5400,80
1591136,9404,300,80
1591136,9404,200,80
1591136,9404,500,80
1591136,9404,800,80
1591136,9404,1100,80
1591136,9404,1600,80
1591136,9404,1800,80
1591136,9404,1900,80
1591136,9404,2200,80
1591136,9404,2900,80
1591136,9404,3100,80
1591136,9404,8100,80
1591136,9404,400,80
1591136,9404,700,80
1591136,9404,900,80
1591136,9404,1700,80
1591136,9404,2400,80
1591136,9404,2500,80
1596175,9404,600,5
1596175,9404,800,5
1596175,9404,1200,5
1596175,9404,1300,5
1596175,9404,2200,5
1596997,9404,1000,5
1596997,9404,2600,5
1596997,9404,600,5
1596997,9404,5200,5
1597502,9404,200,6
1597502,9404,500,6
1597502,9404,1900,6
1597502,9404,2800,6
1597502,9404,3000,6
1598107,9404,200,41
1598107,9404,300,41
1598107,9404,500,41
1598107,9404,600,41
1598107,9404,900,41
1598107,9404,1000,41
1598107,9404,1100,41
1598107,9404,1500,41
1598107,9404,1600,41
1598107,9404,1700,41
1598107,9404,1900,41
1598107,9404,2000,41
1598107,9404,2100,41
1598107,9404,2400,41
1598107,9404,2900,41
1598107,9404,3100,41
1598107,9404,3500,41
1598107,9404,3800,41
1598107,9404,4000,41
1598107,9404,4800,41
1598107,9404,5200,41
1598107,9404,5700,41
1598107,9404,5800,41
1598107,9404,9200,41
1598107,9404,12800,41
1598107,9404,13000,41
1598107,9404,13500,41
1598107,9404,8000,41
1598107,9404,1300,41
1598771,9404,400,5
1598771,9404,700,5
1598771,9404,1200,5
1598771,9404,1500,5
1598771,9404,300,5
1599425,9404,400,5
1599425,9404,1300,5
1599425,9404,5800,5
1599425,9404,6500,5
1599425,9404,1800,5
1599519,9404,2200,5
1599519,9404,4700,5
1599519,9404,1200,5
1599519,9404,2400,5
1599519,9404,3500,5
1600887,9404,3800,14
1600887,9404,300,14
1600887,9404,900,14
1600887,9404,2900,14
1600887,9404,5500,14
1603977,9404,1100,6
1603977,9404,1200,6
1603977,9404,2500,6
1603977,9404,3800,6
1603977,9404,600,6
1603977,9404,2900,6
1604010,9404,300,9
1604010,9404,800,9
1604010,9404,1300,9
1604010,9404,1500,9
1604010,9404,2200,9
1604010,9404,3300,9
1604010,9404,3400,9
1604010,9404,200,9
1606243,9404,2400,6
1606243,9404,2500,6
1606243,9404,2200,6
1606829,9404,5900,6
1606829,9404,200,6
1606829,9404,2100,6
1606829,9404,900,6
1606829,9404,1100,6
1608771,9404,400,5
1608771,9404,800,5
1608771,9404,1400,5
1608771,9404,4400,5
1609109,9404,600,19
1609109,9404,1000,19
1609109,9404,1200,19
1609109,9404,1700,19
1609109,9404,2200,19
1609109,9404,1100,19
1609109,9404,2300,19
1609109,9404,200,19
1609109,9404,300,19
1609109,9404,400,19
1609109,9404,1300,19
1609109,9404,1500,19
1609109,9404,1600,19
1609109,9404,2400,19
1609109,9404,4200,19
1609519,9404,2000,9
1609519,9404,3700,9
1609519,9404,1200,9
1609519,9404,1400,9
1609519,9404,1900,9
1609519,9404,3900,9
1609519,9404,1600,9
1609751,9404,1300,7
1609751,9404,2200,7
1609751,9404,3600,7
1609751,9404,4700,7
1609751,9404,11900,7
1609751,9404,900,7
1609751,9404,15900,7
1609998,9404,300,6
1609998,9404,1300,6
1609998,9404,1700,6
1609998,9404,1800,6
1609998,9404,2400,6
1609998,9404,2900,6
1610504,9404,4700,11
1610504,9404,800,11
1610504,9404,400,11
1610504,9404,700,11
1610504,9404,1300,11
1610504,9404,1400,11
1610504,9404,1500,11
1610504,9404,3800,11
1610504,9404,3100,11
1610504,9404,300,11
1613288,9404,900,9
1613288,9404,300,9
1613288,9404,800,9
1613288,9404,2900,9
1613288,9404,700,9
1613288,9404,400,9
1613288,9404,1900,9
1613288,9404,2200,9
1614210,9404,200,7
1614210,9404,700,7
1614210,9404,1200,7
1614210,9404,1800,7
1614210,9404,4400,7
1614210,9404,1100,7
1616074,9404,700,8
1616074,9404,2000,8
1616074,9404,4400,8
1616074,9404,4800,8
1616074,9404,5200,8
1616074,9404,1100,8
1616074,9404,1300,8
1616243,9404,1500,7
1616243,9404,300,7
1616243,9404,900,7
1616243,9404,1300,7
1616243,9404,2600,7
1616243,9404,800,7
1616433,9404,1300,6
1616433,9404,5000,6
1616433,9404,7500,6
1616433,9404,12500,6
1616433,9404,500,6
1616433,9404,600,6
1616656,9404,500,9
1616656,9404,800,9
1616656,9404,3800,9
1616656,9404,2400,9
1616656,9404,1400,9
1617353,9404,800,5
1617353,9404,1800,5
1617353,9404,2900,5
1617353,9404,1300,5
1617359,9404,1000,5
1617359,9404,1100,5
1617359,9404,1400,5
1617359,9404,6800,5
1617419,9404,1000,5
1617419,9404,1500,5
1617419,9404,1700,5
1617419,9404,500,5
1617419,9404,1900,5
1617709,9404,800,5
1617709,9404,1100,5
1617709,9404,1300,5
1617709,9404,1500,5
1617709,9404,4400,5
1617740,9404,400,5
1617740,9404,600,5
1617740,9404,700,5
1617740,9404,1900,5
1617926,9404,2100,12
1617926,9404,900,12
1617926,9404,1500,12
1617926,9404,1800,12
1617926,9404,1900,12
1617926,9404,4000,12
1618772,9404,500,6
1618772,9404,800,6
1618772,9404,1000,6
1618772,9404,1500,6
1618772,9404,4200,6
1618772,9404,3100,6
1619519,9404,700,7
1619519,9404,2100,7
1619519,9404,600,7
1619519,9404,3400,7
1619519,9404,4200,7
1619519,9404,6600,7
1620638,9404,400,7
1620638,9404,1600,7
1620638,9404,2300,7
1620638,9404,3200,7
1620638,9404,4300,7
1620638,9404,5400,7
1620638,9404,5900,7
1622053,9404,500,8
1622053,9404,1700,8
1622053,9404,2400,8
1622053,9404,3400,8
1622053,9404,19900,8
1622053,9404,1400,8
1622053,9404,3700,8
1623003,9404,1400,6
1623003,9404,2400,6
1623003,9404,3600,6
1623003,9404,3700,6
1623003,9404,4300,6
1623003,9404,300,6
1623641,9404,500,8
1623641,9404,1800,8
1623641,9404,2000,8
1623641,9404,4900,8
1623641,9404,5200,8
1623641,9404,3500,8
1623641,9404,2300,8
1623641,9404,2400,8
1626135,9404,200,8
1626135,9404,700,8
1626135,9404,900,8
1626135,9404,1400,8
1626135,9404,2300,8
1626135,9404,2900,8
1626135,9404,1300,8
1626135,9404,1000,8
1626678,9404,2100,6
1626678,9404,6300,6
1626678,9404,8800,6
1626678,9404,5400,6
1626678,9404,6000,6
1628015,9404,200,14
1628015,9404,400,14
1628015,9404,600,14
1628015,9404,2400,14
1628015,9404,1000,14
1628015,9404,1400,14
1628015,9404,1500,14
1628015,9404,9900,14
1628015,9404,1100,14
1628015,9404,1200,14
1628979,9404,200,10
1628979,9404,400,10
1628979,9404,600,10
1628979,9404,700,10
1628979,9404,900,10
1628979,9404,1700,10
1628979,9404,1900,10
1628979,9404,2500,10
1628979,9404,4300,10
1629519,9404,1100,8
1629519,9404,800,8
1629519,9404,3900,8
1629519,9404,4000,8
1629519,9404,7500,8
1629519,9404,12100,8
1629751,9404,200,18
1629751,9404,1200,18
1629751,9404,1700,18
1629751,9404,2200,18
1629751,9404,2300,18
1629751,9404,2800,18
1629751,9404,2900,18
1629751,9404,3000,18
1629751,9404,3200,18
1629751,9404,3300,18
1629751,9404,3400,18
1629751,9404,8900,18
1629751,9404,9400,18
1629751,9404,11700,18
1633544,9404,1800,5
1633544,9404,3800,5
1633544,9404,4300,5
1633544,9404,3300,5
1633544,9404,9800,5
1634889,9404,4000,5
1634889,9404,2200,5
1634889,9404,2800,5
1634889,9404,200,5
1634889,9404,1700,5
1636102,9404,400,8
1636102,9404,700,8
1636102,9404,1100,8
1636102,9404,200,8
1636102,9404,600,8
1636102,9404,6600,8
1636102,9404,1700,8
1636177,9404,4400,6
1636177,9404,3800,6
1636177,9404,4300,6
1636177,9404,3400,6
1636177,9404,500,6
1636177,9404,900,6
1636606,9404,1100,8
1636606,9404,500,8
1636606,9404,1000,8
1636606,9404,1500,8
1636606,9404,800,8
1636606,9404,4900,8
1636606,9404,11500,8
1636606,9404,11600,8
1637359,9404,1800,5
1637359,9404,1600,5
1637359,9404,2300,5
1637359,9404,7000,5
1637359,9404,1100,5
1638336,9404,600,6
1638336,9404,700,6
1638336,9404,1100,6
1638336,9404,1900,6
1638336,9404,400,6
1638336,9404,1600,6
1640574,9404,200,6
1640574,9404,900,6
1640574,9404,1600,6
1640574,9404,800,6
1640574,9404,3600,6
1640638,9404,500,27
1640638,9404,600,27
1640638,9404,700,27
1640638,9404,900,27
1640638,9404,1000,27
1640638,9404,1100,27
1640638,9404,1200,27
1640638,9404,1300,27
1640638,9404,1400,27
1640638,9404,1500,27
1640638,9404,1600,27
1640638,9404,2000,27
1640638,9404,2800,27
1640638,9404,3500,27
1640638,9404,3600,27
1640638,9404,3800,27
1640638,9404,4100,27
1640638,9404,4300,27
1640638,9404,4400,27
1640638,9404,5800,27
1640638,9404,8701,27
1640746,9404,1300,5
1640746,9404,1800,5
1640746,9404,1900,5
1640746,9404,800,5
1640887,9404,600,6
1640887,9404,1100,6
1640887,9404,1800,6
1640887,9404,7600,6
1642451,9404,6000,6
1642451,9404,1700,6
1642451,9404,1100,6
1642451,9404,7100,6
1642451,9404,800,6
1642451,9404,2200,6
1643770,9404,200,5
1643770,9404,700,5
1643770,9404,800,5
1643795,9404,200,5
1643795,9404,900,5
1643795,9404,1300,5
1643795,9404,1600,5
1644509,9404,500,5
1644509,9404,1000,5
1644509,9404,2100,5
1644509,9404,700,5
1644509,9404,2000,5
1646177,9404,200,7
1646177,9404,1000,7
1646177,9404,3400,7
1646177,9404,1500,7
1646177,9404,500,7
1646177,9404,900,7
1647280,9404,700,5
1647280,9404,1400,5
1647280,9404,400,5
1647280,9404,900,5
1647280,9404,3000,5
1649519,9404,3200,6
1649519,9404,1200,6
1649519,9404,3500,6
1649519,9404,7300,6
1649519,9404,7500,6
1650569,9404,1700,5
1650569,9404,1900,5
1650569,9404,2500,5
1650569,9404,300,5
1650569,9404,700,5
1652472,9404,500,13
1652472,9404,600,13
1652472,9404,800,13
1652472,9404,1000,13
1652472,9404,1500,13
1652472,9404,1800,13
1652472,9404,200,13
1652710,9404,400,5
1652710,9404,1100,5
1652710,9404,2100,5
1653003,9404,3300,6
1653003,9404,600,6
1653003,9404,1300,6
1653003,9404,6400,6
1653003,9404,7400,6
1653173,9404,400,9
1653173,9404,1000,9
1653173,9404,1600,9
1653173,9404,2900,9
1653173,9404,200,9
1653173,9404,600,9
1653173,9404,700,9
1653173,9404,1200,9
1653288,9404,300,6
1653288,9404,3400,6
1653288,9404,900,6
1653288,9404,3700,6
1653288,9404,2200,6
1654599,9404,200,7
1654599,9404,900,7
1654599,9404,1100,7
1654599,9404,2000,7
1656656,9404,1300,6
1656656,9404,1100,6
1656656,9404,2100,6
1656656,9404,200,6
1656656,9404,2400,6
1656656,9404,1400,6
1657280,9404,8200,5
1657280,9404,8300,5
1657280,9404,300,5
1657280,9404,2500,5
1657280,9404,3400,5
1657708,9404,400,17
1657708,9404,600,17
1657708,9404,300,17
1657708,9404,500,17
1657708,9404,900,17
1657708,9404,800,17
1657708,9404,1200,17
1657708,9404,7800,17
1657708,9404,1100,17
1657708,9404,2000,17
1657708,9404,3500,17
1657708,9404,4400,17
1658457,9404,3100,6
1658457,9404,400,6
1658457,9404,1200,6
1658457,9404,1500,6
1658457,9404,1800,6
1658457,9404,800,6
1658506,9404,200,65
1658506,9404,400,65
1658506,9404,600,65
1658506,9404,700,65
1658506,9404,900,65
1658506,9404,1000,65
1658506,9404,1100,65
1658506,9404,1200,65
1658506,9404,1300,65
1658506,9404,1400,65
1658506,9404,1500,65
1658506,9404,1600,65
1658506,9404,1900,65
1658506,9404,2000,65
1658506,9404,2100,65
1658506,9404,2400,65
1658506,9404,2700,65
1658506,9404,2800,65
1658506,9404,2900,65
1658506,9404,3000,65
1658506,9404,3100,65
1658506,9404,3300,65
1658506,9404,3400,65
1658506,9404,3500,65
1658506,9404,4000,65
1658506,9404,4200,65
1658506,9404,4400,65
1658506,9404,4500,65
1658506,9404,4600,65
1658506,9404,4700,65
1658506,9404,4800,65
1658506,9404,5300,65
1658506,9404,5400,65
1658506,9404,5700,65
1658506,9404,6000,65
1658506,9404,6400,65
1658506,9404,6800,65
1658506,9404,7100,65
1658506,9404,7600,65
1658506,9404,10500,65
1658506,9404,10800,65
1658506,9404,11000,65
1658506,9404,11500,65
1658506,9404,11600,65
1658506,9404,13500,65
1658506,9404,14300,65
1658506,9404,4100,65
1658820,9404,5400,8
1658820,9404,900,8
1658820,9404,1100,8
1658820,9404,5000,8
1658820,9404,5100,8
1658820,9404,6800,8
1658820,9404,7100,8
1658851,9404,300,50
1658851,9404,500,50
1658851,9404,600,50
1658851,9404,700,50
1658851,9404,800,50
1658851,9404,900,50
1658851,9404,1100,50
1658851,9404,1300,50
1658851,9404,1400,50
1658851,9404,1500,50
1658851,9404,1600,50
1658851,9404,1700,50
1658851,9404,2100,50
1658851,9404,2200,50
1658851,9404,2400,50
1658851,9404,2500,50
1658851,9404,2600,50
1658851,9404,2900,50
1658851,9404,3500,50
1658851,9404,3700,50
1658851,9404,3900,50
1658851,9404,4500,50
1658851,9404,4600,50
1658851,9404,6200,50
1658851,9404,6300,50
1658851,9404,7000,50
1658851,9404,7300,50
1658851,9404,7500,50
1658851,9404,8600,50
1658851,9404,9200,50
1658851,9404,10000,50
1658851,9404,11400,50
1658851,9404,16800,50
1658851,9404,1900,50
1658851,9404,1000,50
1658851,9404,13200,50
1658851,9404,15500,50
1658851,9404,9300,50
1658851,9404,14700,50
1660887,9404,1900,8
1660887,9404,300,8
1660887,9404,1300,8
1660887,9404,4200,8
1660887,9404,7400,8
1661982,9404,3300,6
1661982,9404,900,6
1661982,9404,1400,6
1661982,9404,2200,6
1661982,9404,1300,6
1666074,9404,3000,5
1666074,9404,3200,5
1666074,9404,5300,5
1666074,9404,9400,5
1666074,9404,1900,5
1666344,9404,1100,7
1666344,9404,1600,7
1666344,9404,1700,7
1666344,9404,3000,7
1666344,9404,4700,7
1666344,9404,200,7
1666344,9404,3700,7
1666433,9404,2500,12
1666433,9404,900,12
1666433,9404,1500,12
1666433,9404,1800,12
1666433,9404,5200,12
1666433,9404,300,12
1666433,9404,400,12
1666433,9404,700,12
1666840,9404,500,6
1666840,9404,3400,6
1666840,9404,3800,6
1666840,9404,4600,6
1666840,9404,6800,6
1666840,9404,8300,6
1667358,9404,200,5
1667358,9404,1200,5
1667358,9404,4500,5
1667358,9404,4600,5
1667358,9404,800,5
1667429,9404,500,5
1667429,9404,2500,5
1667429,9404,2900,5
1667429,9404,3600,5
1667429,9404,1400,5
1668506,9404,400,17
1668506,9404,500,17
1668506,9404,600,17
1668506,9404,700,17
1668506,9404,800,17
1668506,9404,1000,17
1668506,9404,1600,17
1668506,9404,2300,17
1668506,9404,2900,17
1668506,9404,3000,17
1668506,9404,5800,17
1668506,9404,9000,17
1668506,9404,9300,17
1668506,9404,10000,17
1668506,9404,14900,17
1668820,9404,1800,17
1668820,9404,3300,17
1668820,9404,300,17
1668820,9404,600,17
1668820,9404,1300,17
1668820,9404,1600,17
1668820,9404,500,17
1668820,9404,900,17
1668820,9404,1000,17
1668820,9404,2600,17
1668820,9404,3100,17
1668820,9404,5300,17
1668820,9404,5800,17
1668820,9404,3900,17
1668820,9404,2200,17
1669519,9404,2000,7
1669519,9404,1200,7
1669519,9404,1400,7
1669519,9404,3900,7
1669519,9404,1600,7
1669519,9404,2100,7
1671371,9404,200,11
1671371,9404,300,11
1671371,9404,500,11
1671371,9404,600,11
1671371,9404,900,11
1671371,9404,1200,11
1671371,9404,1800,11
1671371,9404,700,11
1671939,9404,200,20
1671939,9404,600,20
1671939,9404,1000,20
1671939,9404,1100,20
1671939,9404,1300,20
1671939,9404,1400,20
1671939,9404,2200,20
1671939,9404,3900,20
1676017,9404,700,6
1676017,9404,3500,6
1676017,9404,200,6
1676017,9404,1700,6
1676017,9404,2500,6
1676017,9404,5500,6
1676102,9404,1100,8
1676102,9404,1900,8
1676102,9404,3700,8
1676102,9404,5600,8
1676102,9404,100,8
1676102,9404,2900,8
